position_x,position_y,position_z,tag_id
,,,
0.45813535009782547,0.09020892370691103,0.44469295584946666,1.0
0.45843238252251706,0.00018858704052443368,0.4447528897115748,2.0
0.4583928623946888,-0.08975807142258099,0.4447091143556485,3.0
0.45820712802115926,0.090259050708107,0.2946875764016033,4.0
0.4583668553181601,0.00030291053037698017,0.2947276612142398,5.0
0.4584601196773678,-0.08976836980058872,0.29469157214273095,6.0
0.4582517163380469,0.09028894739101608,0.14467931428809955,7.0
0.45828487837760784,0.00042055033536176354,0.14469797046232225,8.0
0.4583985511614327,-0.0896211703091226,0.14470657979402743,9.0
0.14880852498526853,0.3134951227381026,-0.14498282741520058,10.0
0.45173096267116764,0.24642446609375548,0.40358906655993787,11.0
0.31881470198443684,-0.22604913169210564,0.18126206362143665,12.0
0.3884918680854256,-0.18775289058120925,0.2071685801502015,13.0
0.13479654062154153,-0.3142352772324606,-0.09275054919056763,14.0
